"PORTO","PROGR","PROG_AUSENTE","ATRACACAO","MES","ANO","TARIFA_FREIRE","COD_TARIFA_AJUSTADO","DESC_TARIFA_AJUSTADA","FAMILIA","EMPRESA_PRINCIPAL","QTDE","VALOR","LOCAL_ATRACACAO","DATA_HORA_ATRACACAO","DATA_HORA_DESATRACACAO","DIF_ATRACACAO_HOURS","DIF_ATRACACAO_DIAS","SENTIDO","NAVEGACAO","EMPRESA_PAGADORA","NATUREZA_CARGA","COMPRIMENTO_EMBARCACAO","LARGURA_EMBARCACAO","TLR_EMBARCACAO","TWD_EMBARCACAO","CALADO_EMBARCACAO","CNPJ_EMPRESA_PRINCIPAL"
"ARATU","22132",0,0,"3","2023","I.1.1.3 - GRANEL LÍQUIDO/GASOSO (L.C.)","I.1.1.3","Granel Líquido/Gasoso (L.C.)","I1 - MARÍTIMA","BAHIA TANKERS AGENCIA MARITIMA LTDA",5299.501,21145.01,"Píer TPG",2023-02-26 08:30:01,2023-02-28 20:25:01,59.92,2.5,"Exportação","Longo Curso","42150391003439 - BRASKEM S/A..","Normal",123,0,2280,9230,0,"07285820000116"
"ARATU","22132",0,0,"3","2023","I.2.2.6 - EMB.ATRAC PÍER  PRODUTOS GASOSOS - TPG","I.2.2.6","Embarc. Atrac. Píer  Produtos Gasosos - TPG","I2 - ACOSTAGEM","BAHIA TANKERS AGENCIA MARITIMA LTDA",1,6435.6,"Píer TPG",2023-02-26 08:30:01,2023-02-28 20:25:01,59.92,2.5,"Exportação","Longo Curso","07285820000116 - BAHIA TANKERS AGENCIA MARITIMA LTDA","Normal",123,0,2280,9230,0,"07285820000116"
"ARATU","22132",0,0,"3","2023","I.2.2.6.1 - EMB.ATRAC PÍER  PRODUTOS GASOSOS - TPG. (DOBRO)","I.2.2.6.1","Embarc. Atrac. Píer  Produtos Gasosos - TPG. (Dobro)","I2 - ACOSTAGEM","BAHIA TANKERS AGENCIA MARITIMA LTDA",3,321.78,"Píer TPG",2023-02-26 08:30:01,2023-02-28 20:25:01,59.92,2.5,"Exportação","Longo Curso","07285820000116 - BAHIA TANKERS AGENCIA MARITIMA LTDA","Normal",123,0,2280,9230,0,"07285820000116"
"ARATU","22132",0,0,"3","2023","I.3.1.5.2 - GRANEL GASOSO - TGL E TPG PORTO ARATU (L.C.)","I.3.1.5.2","Granel Gasoso - TGL E TPG Porto Aratu (L.C.)","I3 - TERRESTRE","BAHIA TANKERS AGENCIA MARITIMA LTDA",5299.501,23211.81,"Píer TPG",2023-02-26 08:30:01,2023-02-28 20:25:01,59.92,2.5,"Exportação","Longo Curso","42150391003439 - BRASKEM S/A..","Normal",123,0,2280,9230,0,"07285820000116"
"ARATU","22124",0,0,"3","2023","I.1.1.3 - GRANEL LÍQUIDO/GASOSO (L.C.)","I.1.1.3","Granel Líquido/Gasoso (L.C.)","I1 - MARÍTIMA","STAR SHIP AG.MARITIMA LTDA",5290.957,21110.92,"Píer TGL Sul",2023-02-27 21:40:00,2023-03-01 02:20:00,28.67,1.19,"Importação","Longo Curso","42150391001738 - BRASKEM S/A.","Normal",159.98,0,7683,25982,0,"40605867000195"
"ARATU","22124",0,0,"3","2023","I.2.2.4 - EMB.ATRAC.PIER GR.LÍQUIDOS  - TGL SUL","I.2.2.4","Embarc. Atrac..pier Granel Líquido  - TGLl SUL","I2 - ACOSTAGEM","STAR SHIP AG.MARITIMA LTDA",1,1780.6,"Píer TGL Sul",2023-02-27 21:40:00,2023-03-01 02:20:00,28.67,1.19,"Importação","Longo Curso","40605867000195 - STAR SHIP AG.MARITIMA LTDA","Normal",159.98,0,7683,25982,0,"40605867000195"
"ARATU","22124",0,0,"3","2023","I.2.2.4.1 - EMB.ATRAC.PIER GR.LÍQUIDOS  - TGL SUL  (DOBRO)","I.2.2.4.1","Embarc. Atrac..pier Granel Líquido  - TGLl SUL  (Dobro)","I2 - ACOSTAGEM","STAR SHIP AG.MARITIMA LTDA",4,245.6,"Píer TGL Sul",2023-02-27 21:40:00,2023-03-01 02:20:00,28.67,1.19,"Importação","Longo Curso","40605867000195 - STAR SHIP AG.MARITIMA LTDA","Normal",159.98,0,7683,25982,0,"40605867000195"
"ARATU","22124",0,0,"3","2023","I.3.1.6 - CONTRATO ULTRACARGO 024/2002 (L.C.)","I.3.1.6","Contrato Ultracargo 024/2002 (L.C.)","I3 - TERRESTRE","STAR SHIP AG.MARITIMA LTDA",5290.957,21216.74,"Píer TGL Sul",2023-02-27 21:40:00,2023-03-01 02:20:00,28.67,1.19,"Importação","Longo Curso","14688220000164 - ULTRACARGO LOGISTICA S.A.","Normal",159.98,0,7683,25982,0,"40605867000195"
"ARATU","22137",0,0,"3","2023","I.1.1.3.1 - GRANEL LÍQUIDO/GASOSO (CAB.)","I.1.1.3.1","Granel Líquido/Gasoso (CAB.)","I1 - MARÍTIMA","AGENCIA MARITIMA GRANEL LTDA",524.834,2094.09,"Píer TGL Norte",2023-02-28 04:15:01,2023-03-02 22:40:01,66.42,2.77,"Exportação","Cabotagem","42150391000170 - BRASKEM S.A.","Normal",170,0,9793,33608,0,"54477377000246"
"ARATU","22137",0,0,"3","2023","I.1.1.3.1 - GRANEL LÍQUIDO/GASOSO (CAB.)","I.1.1.3.1","Granel Líquido/Gasoso (CAB.)","I1 - MARÍTIMA","AGENCIA MARITIMA GRANEL LTDA",9450.168,37706.17,"Píer TGL Norte",2023-02-28 04:15:00,2023-03-02 22:40:00,66.42,2.77,"Exportação","Cabotagem","42150391000170 - BRASKEM S.A.","Normal",170,0,9793,33608,0,"54477377000246"
"ARATU","22137",0,0,"3","2023","I.2.2.5 - EMB.ATRAC. PIER GR.LÍQUIDOS - TGL NORTE","I.2.2.5","Embarc. Atrac.. Pier Granel Líquido - TGL Norte","I2 - ACOSTAGEM","AGENCIA MARITIMA GRANEL LTDA",1,5323.82,"Píer TGL Norte",2023-02-28 04:15:01,2023-03-02 22:40:01,66.42,2.77,"Exportação","Cabotagem","54477377000246 - AGENCIA MARITIMA GRANEL LTDA","Normal",170,0,9793,33608,0,"54477377000246"
"ARATU","22137",0,0,"3","2023","I.2.2.5.1 - EMB.ATRAC. PIER GR.LÍQUIDOS - TGL NORTE (DOBRO)","I.2.2.5.1","Embarc. Atrac.. Pier Granel Líquido - TGL Norte (Dobro)","I2 - ACOSTAGEM","AGENCIA MARITIMA GRANEL LTDA",5,397.3,"Píer TGL Norte",2023-02-28 04:15:00,2023-03-02 22:40:00,66.42,2.77,"Exportação","Cabotagem","54477377000246 - AGENCIA MARITIMA GRANEL LTDA","Normal",170,0,9793,33608,0,"54477377000246"
"ARATU","22137",0,0,"3","2023","I.3.1.5.7-ultracargo - CONTRATO ULTRACARGO 044/2001 (CAB.)","I.3.1.5.7","Contrato Ultracargo 044/2001 (CAB.)","I3 - TERRESTRE","AGENCIA MARITIMA GRANEL LTDA",3454.742,31852.72,"Píer TGL Norte",2023-02-28 04:15:00,2023-03-02 22:40:00,66.42,2.77,"Exportação","Cabotagem","14688220000164 - ULTRACARGO LOGISTICA S.A.","Normal",170,0,9793,33608,0,"54477377000246"
"ARATU","22137",0,0,"3","2023","I.3.1.7 - CONTRATO ULTRACARGO 024/2002 (CAB.)","I.3.1.7","Contrato Ultracargo 024/2002 (CAB.)","I3 - TERRESTRE","AGENCIA MARITIMA GRANEL LTDA",524.834,2104.58,"Píer TGL Norte",2023-02-28 04:15:00,2023-03-02 22:40:00,66.42,2.77,"Exportação","Cabotagem","14688220000164 - ULTRACARGO LOGISTICA S.A.","Normal",170,0,9793,33608,0,"54477377000246"
"ARATU","22137",0,0,"3","2023","I.3.1.7 - CONTRATO ULTRACARGO 024/2002 (CAB.)","I.3.1.7","Contrato Ultracargo 024/2002 (CAB.)","I3 - TERRESTRE","AGENCIA MARITIMA GRANEL LTDA",5995.426,24041.66,"Píer TGL Norte",2023-02-28 04:15:00,2023-03-02 22:40:00,66.42,2.77,"Exportação","Cabotagem","14688220000164 - ULTRACARGO LOGISTICA S.A.","Normal",170,0,9793,33608,0,"54477377000246"
"ARATU","22127",0,0,"3","2023","I.1.1.3.1 - GRANEL LÍQUIDO/GASOSO (CAB.)","I.1.1.3.1","Granel Líquido/Gasoso (CAB.)","I1 - MARÍTIMA","CONE SUL AGÊNCIA DE NAVEGAÇÃO LTDA",27681.405,110448.81,"Píer TPG",2023-02-28 23:05:00,2023-03-02 09:20:00,34.25,1.43,"Importação","Cabotagem","42150391000170 - BRASKEM S.A.","Normal",183,0,13312,49999,0,"68014463000308"
"ARATU","22127",0,0,"3","2023","I.2.2.6 - EMB.ATRAC PÍER  PRODUTOS GASOSOS - TPG","I.2.2.6","Embarc. Atrac. Píer  Produtos Gasosos - TPG","I2 - ACOSTAGEM","CONE SUL AGÊNCIA DE NAVEGAÇÃO LTDA",1,3754.1,"Píer TPG",2023-02-28 23:05:00,2023-03-02 09:20:00,34.25,1.43,"Importação","Cabotagem","68014463000308 - CONE SUL AGÊNCIA DE NAVEGAÇÃO LTDA","Normal",183,0,13312,49999,0,"68014463000308"
"ARATU","22127",0,0,"3","2023","I.2.2.6.1 - EMB.ATRAC PÍER  PRODUTOS GASOSOS - TPG. (DOBRO)","I.2.2.6.1","Embarc. Atrac. Píer  Produtos Gasosos - TPG. (Dobro)","I2 - ACOSTAGEM","CONE SUL AGÊNCIA DE NAVEGAÇÃO LTDA",4,429.04,"Píer TPG",2023-02-28 23:05:00,2023-03-02 09:20:00,34.25,1.43,"Importação","Cabotagem","68014463000308 - CONE SUL AGÊNCIA DE NAVEGAÇÃO LTDA","Normal",183,0,13312,49999,0,"68014463000308"
"ARATU","22127",0,0,"3","2023","I.3.1.5.1 - GRANEL LÍQUIDO - TGL E TPG PORTO ARATU (CAB.)","I.3.1.5.1","Granel Líquido - TGL E TPG Porto Aratu (CAB.)","I3 - TERRESTRE","CONE SUL AGÊNCIA DE NAVEGAÇÃO LTDA",27681.405,121244.55,"Píer TPG",2023-02-28 23:05:01,2023-03-02 09:20:01,34.25,1.43,"Importação","Cabotagem","42150391000170 - BRASKEM S.A.","Normal",183,0,13312,49999,0,"68014463000308"
"ARATU","22140",0,0,"3","2023","A.I.1 - Tarifa fixa por acesso aquaviário","A.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","BAHIASHIP AGENCIA MARITIMA LTDA",1,3402.07,"Píer TGL Sul",2023-03-01 04:20:01,2023-03-02 00:40:01,20.33,0.85,"Importação","Cabotagem","40510539000105 - BAHIASHIP AGENCIA MARITIMA LTDA","Normal",138.1,0,4931,16882,0,"40510539000105"
"ARATU","22140",0,0,"3","2023","A.I.2.2.4 - Tarifa Variável (TPB/DWT) - Granéis Liquidos - CAB","A.I.2.2.4","Tarifa Variável (TPB/DWT) - Granéis Liquidos - CAB","I1 - MARÍTIMA","BAHIASHIP AGENCIA MARITIMA LTDA",1,22790.7,"Píer TGL Sul",2023-03-01 04:20:01,2023-03-02 00:40:01,20.33,0.85,"Importação","Cabotagem","40510539000105 - BAHIASHIP AGENCIA MARITIMA LTDA","Normal",138.1,0,4931,16882,0,"40510539000105"
"ARATU","22140",0,0,"3","2023","A.II.5.1.2.2 - Granéis Líquidos - TGL - SUL - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h - C","A.II.5.1.2.2","Granéis Líquidos - TGL - Sul - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h - C","I2 - ACOSTAGEM","BAHIASHIP AGENCIA MARITIMA LTDA",1,2391.9,"Píer TGL Sul",2023-03-01 04:20:01,2023-03-02 00:40:01,20.33,0.85,"Importação","Cabotagem","40510539000105 - BAHIASHIP AGENCIA MARITIMA LTDA","Normal",138.1,0,4931,16882,0,"40510539000105"
"ARATU","22140",0,0,"3","2023","A.II.5.1.2.2.9 - Granéis Líquidos - TGL - SUL - Metro linear ocup p/ embarcação p/ hora ou fração lim48h CAB DOBRO","A.II.5.1.2.2.9","Granéis Líquidos - TGL - Sul - Metro Linear Ocup P/ Embarcação P/ Hora Ou Fração Lim48h CAB Dobro","I2 - ACOSTAGEM","BAHIASHIP AGENCIA MARITIMA LTDA",4,455.6,"Píer TGL Sul",2023-03-01 04:20:01,2023-03-02 00:40:01,20.33,0.85,"Importação","Cabotagem","40510539000105 - BAHIASHIP AGENCIA MARITIMA LTDA","Normal",138.1,0,4931,16882,0,"40510539000105"
"ARATU","22140",0,0,"3","2023","A.III.C.24.02.2 - CONTRATO ULTRACARGO 024/2002 (CAB.)","A.III.C.24.02.2","Contrato Ultracargo 024/2002 (CAB.)","I3 - TERRESTRE","BAHIASHIP AGENCIA MARITIMA LTDA",1176.463,4717.62,"Píer TGL Sul",2023-03-01 04:20:01,2023-03-02 00:40:01,20.33,0.85,"Importação","Cabotagem","14688220000164 - ULTRACARGO LOGISTICA S.A.","Normal",138.1,0,4931,16882,0,"40510539000105"
"ARATU","22140",0,0,"3","2023","A.III.C.24.02.2 - CONTRATO ULTRACARGO 024/2002 (CAB.)","A.III.C.24.02.2","Contrato Ultracargo 024/2002 (CAB.)","I3 - TERRESTRE","BAHIASHIP AGENCIA MARITIMA LTDA",2502.314,10034.28,"Píer TGL Sul",2023-03-01 04:20:01,2023-03-02 00:40:01,20.33,0.85,"Importação","Cabotagem","14688220000164 - ULTRACARGO LOGISTICA S.A.","Normal",138.1,0,4931,16882,0,"40510539000105"
"ARATU","22141",0,0,"3","2023","A.I.1 - Tarifa fixa por acesso aquaviário","A.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","AGENCIA MARITIMA GRANEL LTDA",1,3402.07,"Píer TGL Sul",2023-03-02 02:10:00,2023-03-04 18:05:00,63.92,2.66,"Exportação","Longo Curso","54477377000246 - AGENCIA MARITIMA GRANEL LTDA","Normal",119.6,0,2298,6974,0,"54477377000246"
"ARATU","22141",0,0,"3","2023","A.I.2.1.4 - Tarifa Variável (TPB/DWT) - Granéis Liquidos - LC","A.I.2.1.4","Tarifa Variável (TPB/DWT) - Granéis Liquidos - LC","I1 - MARÍTIMA","AGENCIA MARITIMA GRANEL LTDA",1,9414.9,"Píer TGL Sul",2023-03-02 02:10:00,2023-03-04 18:05:00,63.92,2.66,"Exportação","Longo Curso","54477377000246 - AGENCIA MARITIMA GRANEL LTDA","Normal",119.6,0,2298,6974,0,"54477377000246"
"ARATU","22141",0,0,"3","2023","A.II.5.2.1.2 - Granéis Líquidos - TGL - SUL - Metro linear ocupada por embarcação p/ hora ou fração, pos 48h - LC","A.II.5.2.1.2","Granéis Líquidos - TGL - Sul - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Pos 48h - LC","I2 - ACOSTAGEM","AGENCIA MARITIMA GRANEL LTDA",1,7289.6,"Píer TGL Sul",2023-03-02 02:10:00,2023-03-04 18:05:00,63.92,2.66,"Exportação","Longo Curso","54477377000246 - AGENCIA MARITIMA GRANEL LTDA","Normal",119.6,0,2298,6974,0,"54477377000246"
"ARATU","22141",0,0,"3","2023","A.II.5.2.1.2.9 - Granéis Líquidos - TGL - SUL - Metro linear ocupada por embarcação p/ hora ou fração pos48h LC DOBRO","A.II.5.2.1.2.9","Granéis Líquidos - TGL - Sul - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração Pos48h Lc Dobro","I2 - ACOSTAGEM","AGENCIA MARITIMA GRANEL LTDA",26,2961.4,"Píer TGL Sul",2023-03-02 02:10:00,2023-03-04 18:05:00,63.92,2.66,"Exportação","Longo Curso","54477377000246 - AGENCIA MARITIMA GRANEL LTDA","Normal",119.6,0,2298,6974,0,"54477377000246"
"ARATU","22141",0,0,"3","2023","A.III.C.24.02.1 - CONTRATO ULTRACARGO 024/2002 (L.C.)","A.III.C.24.02.1","Contrato Ultracargo 024/2002 (L.C.)","I3 - TERRESTRE","AGENCIA MARITIMA GRANEL LTDA",6178.888,24777.34,"Píer TGL Sul",2023-03-02 02:10:00,2023-03-04 18:05:00,63.92,2.66,"Exportação","Longo Curso","14688220000164 - ULTRACARGO LOGISTICA S.A.","Normal",119.6,0,2298,6974,0,"54477377000246"
"ARATU","22142",0,0,"3","2023","A.I.1 - Tarifa fixa por acesso aquaviário","A.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","ORION OPERACOES PORTUARIAS LTDA",1,3402.07,"Píer TPG",2023-03-04 17:50:00,2023-03-07 07:10:00,61.33,2.56,"Importação","Longo Curso","75185389001249 - ORION OPERACOES PORTUARIAS LTDA","Normal",228.42,0,21102,82397,0,"75185389001249"
"ARATU","22142",0,0,"3","2023","A.I.2.1.5 - Tarifa Variável (TPB/DWT) - Petróleo, derivados ou outros combustíveis - LC","A.I.2.1.5","Tarifa Variável (TPB/DWT) - Petróleo, Derivados Ou Outros Combustíveis - LC","I1 - MARÍTIMA","ORION OPERACOES PORTUARIAS LTDA",1,238951.3,"Píer TPG",2023-03-04 17:50:00,2023-03-07 07:10:00,61.33,2.56,"Importação","Longo Curso","75185389001249 - ORION OPERACOES PORTUARIAS LTDA","Normal",228.42,0,21102,82397,0,"75185389001249"
"ARATU","22142",0,0,"3","2023","A.II.4.2.1 - Produtos Gasosos - Metro linear ocupada por embarcação p/ hora ou fração, pos 48h - LC","A.II.4.2.1","Produtos Gasosos - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Pos 48h - LC","I2 - ACOSTAGEM","ORION OPERACOES PORTUARIAS LTDA",1,11091.18,"Píer TPG",2023-03-04 17:50:00,2023-03-07 07:10:00,61.33,2.56,"Importação","Longo Curso","75185389001249 - ORION OPERACOES PORTUARIAS LTDA","Normal",228.42,0,21102,82397,0,"75185389001249"
"ARATU","22142",0,0,"3","2023","A.II.4.2.1.9 - Produtos Gasosos - Metro linear ocupada por embarcação p/ hora ou fração, pos 48h - LC - DOBRO","A.II.4.2.1.9","Produtos Gasosos - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Pos 48h - LC - Dobro","I2 - ACOSTAGEM","ORION OPERACOES PORTUARIAS LTDA",3,536.67,"Píer TPG",2023-03-04 17:50:00,2023-03-07 07:10:00,61.33,2.56,"Importação","Longo Curso","75185389001249 - ORION OPERACOES PORTUARIAS LTDA","Normal",228.42,0,21102,82397,0,"75185389001249"
"ARATU","22142",0,0,"3","2023","A.III.1.2 - Tonelada - Granéis líquidos e gasosos","A.III.1.2","Tonelada - Granéis Líquidos E Gasosos","I3 - TERRESTRE","ORION OPERACOES PORTUARIAS LTDA",60140.44,342800.51,"Píer TPG",2023-03-04 17:50:00,2023-03-07 07:10:00,61.33,2.56,"Importação","Longo Curso","42150391000170 - BRASKEM S.A.","Normal",228.42,0,21102,82397,0,"75185389001249"
"ARATU","22142",0,0,"3","2023","A.III.98 - Cobrança Agente Nocivo - Terrestre 35,00%","A.III.98","Cobrança Agente Nocivo - Terrestre 35,00%","I3 - TERRESTRE","ORION OPERACOES PORTUARIAS LTDA",342800.51,119980.18,"Píer TPG",2023-03-04 17:50:01,2023-03-07 07:10:01,61.33,2.56,"Importação","Longo Curso","42150391000170 - BRASKEM S.A.","Normal",228.42,0,21102,82397,0,"75185389001249"
"ARATU","22149",0,0,"3","2023","A.I.1 - Tarifa fixa por acesso aquaviário","A.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","AGENCIA MARITIMA GRANEL LTDA",1,3402.07,"Píer TGL Sul",2023-03-07 12:55:00,2023-03-10 07:10:00,66.25,2.76,"Exportação","Cabotagem","54477377000246 - AGENCIA MARITIMA GRANEL LTDA","Normal",144.09,0,6349,19975,0,"54477377000246"
"ARATU","22149",0,0,"3","2023","A.I.2.2.4 - Tarifa Variável (TPB/DWT) - Granéis Liquidos - CAB","A.I.2.2.4","Tarifa Variável (TPB/DWT) - Granéis Liquidos - CAB","I1 - MARÍTIMA","AGENCIA MARITIMA GRANEL LTDA",1,26966.25,"Píer TGL Sul",2023-03-07 12:55:00,2023-03-10 07:10:00,66.25,2.76,"Exportação","Cabotagem","54477377000246 - AGENCIA MARITIMA GRANEL LTDA","Normal",144.09,0,6349,19975,0,"54477377000246"
"ARATU","22149",0,0,"3","2023","A.II.5.2.2.2 - Granéis Líquidos - TGL - SUL - Metro linear ocupada por embarcação p/ hora ou fração, pos 48h - CAB","A.II.5.2.2.2","Granéis Líquidos - TGL - Sul - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Pos 48h - CAB","I2 - ACOSTAGEM","AGENCIA MARITIMA GRANEL LTDA",1,7631.3,"Píer TGL Sul",2023-03-07 12:55:00,2023-03-10 07:10:00,66.25,2.76,"Exportação","Cabotagem","54477377000246 - AGENCIA MARITIMA GRANEL LTDA","Normal",144.09,0,6349,19975,0,"54477377000246"
"ARATU","22149",0,0,"3","2023","A.II.5.2.2.2.9 - Granéis Líquidos - TGL SUL - Metro linear ocupada por embarcação p/ hora ou fração pos48h CAB DOBRO","A.II.5.2.2.2.9","Granéis Líquidos - TGLl SUL - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração Pos48h CAB Dobro","I2 - ACOSTAGEM","AGENCIA MARITIMA GRANEL LTDA",9,1025.1,"Píer TGL Sul",2023-03-07 12:55:00,2023-03-10 07:10:00,66.25,2.76,"Exportação","Cabotagem","54477377000246 - AGENCIA MARITIMA GRANEL LTDA","Normal",144.09,0,6349,19975,0,"54477377000246"
"ARATU","22149",0,0,"3","2023","A.III.C.24.02.2 - CONTRATO ULTRACARGO 024/2002 (CAB.)","A.III.C.24.02.2","Contrato Ultracargo 024/2002 (CAB.)","I3 - TERRESTRE","AGENCIA MARITIMA GRANEL LTDA",1068.921,4286.37,"Píer TGL Sul",2023-03-07 12:55:00,2023-03-10 07:10:00,66.25,2.76,"Exportação","Cabotagem","14688220000164 - ULTRACARGO LOGISTICA S.A.","Normal",144.09,0,6349,19975,0,"54477377000246"
"ARATU","22149",0,0,"3","2023","A.III.C.24.02.2 - CONTRATO ULTRACARGO 024/2002 (CAB.)","A.III.C.24.02.2","Contrato Ultracargo 024/2002 (CAB.)","I3 - TERRESTRE","AGENCIA MARITIMA GRANEL LTDA",1254.822,5031.84,"Píer TGL Sul",2023-03-07 12:55:00,2023-03-10 07:10:00,66.25,2.76,"Exportação","Cabotagem","14688220000164 - ULTRACARGO LOGISTICA S.A.","Normal",144.09,0,6349,19975,0,"54477377000246"
"ARATU","22149",0,0,"3","2023","A.III.C.24.02.2 - CONTRATO ULTRACARGO 024/2002 (CAB.)","A.III.C.24.02.2","Contrato Ultracargo 024/2002 (CAB.)","I3 - TERRESTRE","AGENCIA MARITIMA GRANEL LTDA",2667.551,10696.88,"Píer TGL Sul",2023-03-07 12:55:00,2023-03-10 07:10:00,66.25,2.76,"Exportação","Cabotagem","14688220000164 - ULTRACARGO LOGISTICA S.A.","Normal",144.09,0,6349,19975,0,"54477377000246"
"ARATU","22149",0,0,"3","2023","A.III.C.24.02.2 - CONTRATO ULTRACARGO 024/2002 (CAB.)","A.III.C.24.02.2","Contrato Ultracargo 024/2002 (CAB.)","I3 - TERRESTRE","AGENCIA MARITIMA GRANEL LTDA",2683.246,10759.82,"Píer TGL Sul",2023-03-07 12:55:00,2023-03-10 07:10:00,66.25,2.76,"Exportação","Cabotagem","14688220000164 - ULTRACARGO LOGISTICA S.A.","Normal",144.09,0,6349,19975,0,"54477377000246"
"ARATU","22149",0,0,"3","2023","A.III.C.44.01.2 - CONTRATO ULTRACARGO 044/2001 (CAB.)","A.III.C.44.01.2","Contrato Ultracargo 044/2001 (CAB.)","I3 - TERRESTRE","AGENCIA MARITIMA GRANEL LTDA",3008.773,27740.89,"Píer TGL Sul",2023-03-07 12:55:00,2023-03-10 07:10:00,66.25,2.76,"Exportação","Cabotagem","14688220000164 - ULTRACARGO LOGISTICA S.A.","Normal",144.09,0,6349,19975,0,"54477377000246"
"ARATU","22143",0,0,"3","2023","A.I.1 - Tarifa fixa por acesso aquaviário","A.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","STAR SHIP AG.MARITIMA LTDA",1,3402.07,"Píer TGL Norte",2023-03-10 15:35:01,2023-03-12 19:35:01,52,2.17,"Importação","Cabotagem","40605867000195 - STAR SHIP AG.MARITIMA LTDA","Normal",185.6,0,10207,37300,0,"40605867000195"
"ARATU","22143",0,0,"3","2023","A.I.2.1.4 - Tarifa Variável (TPB/DWT) - Granéis Liquidos - LC","A.I.2.1.4","Tarifa Variável (TPB/DWT) - Granéis Liquidos - LC","I1 - MARÍTIMA","STAR SHIP AG.MARITIMA LTDA",1,50355,"Píer TGL Norte",2023-03-10 15:35:01,2023-03-12 19:35:01,52,2.17,"Importação","Cabotagem","40605867000195 - STAR SHIP AG.MARITIMA LTDA","Normal",185.6,0,10207,37300,0,"40605867000195"
"ARATU","22143",0,0,"3","2023","A.II.5.2.1.1 - Granéis Líquidos - TGL - NORTE - Metro linear ocupada por embarcação p/ hora ou fração, pos 48h - LC","A.II.5.2.1.1","Granéis Líquidos - TGL - Norte - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Pos 48h - LC","I2 - ACOSTAGEM","STAR SHIP AG.MARITIMA LTDA",1,7664.8,"Píer TGL Norte",2023-03-10 15:35:01,2023-03-12 19:35:01,52,2.17,"Importação","Cabotagem","40605867000195 - STAR SHIP AG.MARITIMA LTDA","Normal",185.6,0,10207,37300,0,"40605867000195"
"ARATU","22143",0,0,"3","2023","A.II.5.2.1.1.9 - Granéis Líquidos - TGL - NORTE - Metro linear ocup p/ embarcação p/ hora ou fração pos48h LC DOBRO","A.II.5.2.1.1.9","Granéis Líquidos - TGL - Norte - Metro Linear Ocup P/ Embarcação P/ Hora Ou Fração Pos48h Lc Dobro","I2 - ACOSTAGEM","STAR SHIP AG.MARITIMA LTDA",11,1621.4,"Píer TGL Norte",2023-03-10 15:35:02,2023-03-12 19:35:02,52,2.17,"Importação","Cabotagem","40605867000195 - STAR SHIP AG.MARITIMA LTDA","Normal",185.6,0,10207,37300,0,"40605867000195"
"ARATU","22143",0,0,"3","2023","A.III.C.24.02.1 - CONTRATO ULTRACARGO 024/2002 (L.C.)","A.III.C.24.02.1","Contrato Ultracargo 024/2002 (L.C.)","I3 - TERRESTRE","STAR SHIP AG.MARITIMA LTDA",2051.754,8227.53,"Píer TGL Norte",2023-03-10 15:35:01,2023-03-12 19:35:01,52,2.17,"Importação","Cabotagem","14688220000164 - ULTRACARGO LOGISTICA S.A.","Normal",185.6,0,10207,37300,0,"40605867000195"
"ARATU","22143",0,0,"3","2023","A.III.C.44.01.1 - CONTRATO ULTRACARGO 044/2001 (L.C.)","A.III.C.44.01.1","Contrato Ultracargo 044/2001 (L.C.)","I3 - TERRESTRE","STAR SHIP AG.MARITIMA LTDA",393.747,3630.35,"Píer TGL Norte",2023-03-10 15:35:01,2023-03-12 19:35:01,52,2.17,"Importação","Cabotagem","14688220000164 - ULTRACARGO LOGISTICA S.A.","Normal",185.6,0,10207,37300,0,"40605867000195"
"ARATU","22143",0,0,"3","2023","A.III.C.44.01.1 - CONTRATO ULTRACARGO 044/2001 (L.C.)","A.III.C.44.01.1","Contrato Ultracargo 044/2001 (L.C.)","I3 - TERRESTRE","STAR SHIP AG.MARITIMA LTDA",2701.222,24905.27,"Píer TGL Norte",2023-03-10 15:35:01,2023-03-12 19:35:01,52,2.17,"Importação","Cabotagem","14688220000164 - ULTRACARGO LOGISTICA S.A.","Normal",185.6,0,10207,37300,0,"40605867000195"
