,NUM_ITEM_CONTRATO,NUM_CONTRATO,NUM_TIP_COBRANC,POR_NUM_ITEM_CONTRATO,COD_ITEM_CONTRATO,VLR_ITEM_CONTRATO,ATTRIB,DTUPDATE,DCR_ITEM_CONTRATO_RESUMO,DCR_ITEM_CONTRATO,CODUSUARIO,INSTANCE,codUserUpdate,NUM_UND_MED,DAT_INICIO,DAT_FIM,DCR_MEMORIA_CALCULO,FLG_STATUS,COD_SERVICO_ERP,COD_EMPRESA_ERP,PRC_DESCONTO,DAT_COBRANCA_ATUAL,CodDominio
70,95.0,6.0,2.0,,97,,A,2022-10-05 14:45:23.000,II.3.20-DIFERENÇA VALOR MÍNIMO DIVERSOS,II.3.20 - DIFERENÇA VALOR MÍNIMO DIVERSOS,,,,1.0,,,QTD_MEDICAO,A,II.3.20,1,0.0,,
71,96.0,6.0,2.0,,II.3.8.1,,A,2022-10-06 00:59:04.027,ESTACIONAMENTO DE GUINDASTE - NORMA/DEX 463ª,II.3.8.1 - ESTACIONAMENTO DE GUINDASTE - NORMA/DEX 463ª,,,73.0,1.0,,,QTD_MEDICAO,A,II.3.8.1,1,0.0,,
72,97.0,7.0,2.0,,68,,A,2022-11-18 15:17:43.000,II.1.1.1-ARMAZENAGEM NO 1 PERÍODO DE 15 DIAS - DURANTE O PRI,"II.1.1.1 - ARMAZENAGEM NO 1 PERÍODO DE 15 DIAS - DURANTE O PRIMEIRO PERÍODO DE 15 DIAS PARA LONGO CURSO E 30 DIAS PARA CABOTAGEM NA ARMAZENAGEM DE MERCADORIA DE IMPORTAÇÃO, OU FRAÇÃO DESSE PERÍODO",,,,12.0,,,(QTD_MEDICAO*0.5/100),A,II.1.1.1,1,0.0,,
73,98.0,7.0,2.0,,69,,A,2022-11-18 13:16:29.000,II.1.1.2-ARMAZENAGEM NO 1 PERÍODO DE 15 DIAS - MERCADORIA NÃ,"II.1.1.2 - ARMAZENAGEM NO 1 PERÍODO DE 15 DIAS - MERCADORIA NÃO CONTEINERIZADA, ARMAZÉM OU PÁTIO, EXPORTADA EM LONGO CURSO OU CABOTAGEM, POR TONELADA E POR DIA OU FRAÇÃO",,,73.0,12.0,,,(QTD_MEDICAO*QTD_DIAS_TOTAL),A,II.1.1.2,1,0.0,,
74,99.0,7.0,2.0,,70,,A,2022-11-18 11:04:29.000,II.1.2.1.1-A PARTIR DO 16 (DÉCIMO SEXTO DIA) - GRANÉIS SÓLID,II.1.2.1.1 - A PARTIR DO 16 (DÉCIMO SEXTO DIA) - GRANÉIS SÓLIDOS POR TONELADA E POR DIA OU FRAÇÃO,,,,3.0,,,(QTD_MEDICAO*QTD_DIAS_TOTAL),A,II.1.2.1.1,1,0.0,,
75,100.0,7.0,2.0,,71,,A,2022-11-18 11:05:15.000,II.1.2.1.2-A PARTIR DO 16 (DÉCIMO SEXTO DIA) - MERCADORIA (C,"II.1.2.1.2 - A PARTIR DO 16 (DÉCIMO SEXTO DIA) - MERCADORIA (CARGA GERAL) NÃO CONTEINERIZADA, POR TONELADA E POR DIA OU FRAÇÃO",,,,3.0,,,(QTD_MEDICAO*QTD_DIAS_TOTAL),A,II.1.2.1.2,1,0.0,,
76,101.0,7.0,2.0,,72,,A,2022-11-18 11:06:22.000,II.1.2.1.3-A PARTIR DO 16 (DÉCIMO SEXTO DIA) - VEÍCULO MONTA,"II.1.2.1.3 - A PARTIR DO 16 (DÉCIMO SEXTO DIA) - VEÍCULO MONTADO ATÉ 2000 KG, POR DIA OU FRAÇÃO",,,,1.0,,,(QTD_MEDICAO*QTD_DIAS_TOTAL),A,II.1.2.1.3,1,0.0,,
77,102.0,7.0,2.0,,73,,A,2022-11-18 13:41:03.000,II.1.3.1.1-A PARTIR DO 31 DIA - MERCADORIA NÃO CONTEINERIZAD,"II.1.3.1.1 - A PARTIR DO 31 DIA - MERCADORIA NÃO CONTEINERIZADA IMPORTADA OU EXPORTADA POR CABOTAGEM, EM ARMAZÉM OU PÁTIO, POR TONELADA E POR DIA OU FRAÇÃO",,,,3.0,,,(QTD_MEDICAO*QTD_DIAS_TOTAL),A,II.1.3.1.1,1,0.0,,
78,104.0,4.0,2.0,,I.3.1.5.1,,A,2022-11-17 09:52:04.000,GRANEL LÍQUIDO - TGL E TPG PORTO ARATU (CAB),I.3.1.5.1 - GRANEL LÍQUIDO - TGL E TPG PORTO ARATU (CAB),,,73.0,3.0,,,QTD_MEDICAO,A,I.3.1.5.1,1,0.0,,
79,105.0,4.0,2.0,,I.3.1.3.1,,A,2022-11-17 09:49:23.000,I.3.1.3.1-GRANEL SÓLIDO NO PORTO DE SALVADOR E NO TGS II DO,I.3.1.3.1 - GRANEL SÓLIDO NO PORTO DE SALVADOR E NO TGS II DO PORTO DE ARATU-CANDEIAS,,,73.0,3.0,,,QTD_MEDICAO,A,I.3.1.3.1,1,0.0,,
80,106.0,4.0,2.0,,I.3.1.5.3,,A,2022-11-17 10:01:52.000,GRANEL GASOSO - TGL E TPG PORTO ARATU (CAB),I.3.1.5.3 - GRANEL GASOSO - TGL E TPG PORTO ARATU (CAB),,,73.0,3.0,,,QTD_MEDICAO,A,I.3.1.5.3,1,0.0,,
81,107.0,4.0,2.0,,I.3.1.5.2,,A,2022-11-17 10:01:22.000,GRANEL GASOSO - TGL E TPG PORTO ARATU (LC),I.3.1.5.2 - GRANEL GASOSO - TGL E TPG PORTO ARATU (LC),,,73.0,3.0,,,QTD_MEDICAO,A,I.3.1.5.2,1,0.0,,
82,113.0,4.0,2.0,,I.3.1.5-TE,,A,2022-11-17 10:02:33.000,CONTRATO TEQUIMAR 044/2001 (L.C),I.3.1.5-TE -  CONTRATO TEQUIMAR 044/2001 (L.C),,,73.0,3.0,,,QTD_MEDICAO,A,I.3.1.5-TE,1,0.0,,
83,116.0,4.0,2.0,,I.3.1.4.1,,A,2022-11-17 10:01:01.000,POR TONELADA DE MERCADORIA MOVIMENTADA A PARTIR DA EMBARCAÇÃ,I.3.1.4.1 - POR TONELADA DE MERCADORIA MOVIMENTADA A PARTIR DA EMBARCAÇÃO - GRANEL SÓLIDO NO TGS I DO PORTO DE ARATU-CANDEIAS (CAB),,,73.0,3.0,,,QTD_MEDICAO,A,I.3.1.4.1,1,0.0,,
84,123.0,6.0,2.0,,II.3.9.7,,A,2022-10-07 13:07:03.800,ULT. AREA P/DEP.CONT. DES/RET. REC. PORTO ATE 5 DIAS,II.3.9.7 - ULT. AREA P/DEP.CONT. DES/RET. REC. PORTO ATE 5 DIAS,,,73.0,3.0,,,QTD_MEDICAO,A,II.3.9.7,1,0.0,,
85,125.0,4.0,2.0,,I.3.2.1.1,,A,2022-10-05 17:00:56.717,I.3.2.1.1-POR CONTÊINER MOVIMENTADO A PARTIR DA EMBARCAÇÃO -,I.3.2.1.1 - POR CONTÊINER MOVIMENTADO A PARTIR DA EMBARCAÇÃO - CONTÊINER CHEIO (CAB),,,73.0,14.0,,,QTD_MEDICAO,A,I.3.2.1.1,1,0.0,,
86,126.0,4.0,2.0,,I.3.2.2.3,,A,2022-10-05 17:21:57.537,I.3.2.2.3-POR CONTÊINER MOVIMENTADO A PARTIR DA EMBARCAÇÃO -,I.3.2.2.3 - POR CONTÊINER MOVIMENTADO A PARTIR DA EMBARCAÇÃO - CONTÊINER VAZIO (CAB),,,73.0,14.0,,,QTD_MEDICAO,A,I.3.2.2.3,1,0.0,,
87,127.0,7.0,2.0,,II.1.20,,A,2022-10-05 21:56:08.973,II.1.20-DIFERENÇA VALOR MINIMO ARMAZENAGEM,II.1.20 - DIFERENÇA VALOR MINIMO ARMAZENAGEM,,,73.0,1.0,,,QTD_MEDICAO,A,II.1.20,1,0.0,,
88,128.0,5.0,2.0,,II.2.20,,A,2022-10-05 23:25:16.000,II.2.20-DIFERENCA VALOR MINIMO EQUIP PORTUARIOS,II.2.20 - DIFERENCA VALOR MINIMO EQUIPAMENTOS PORTUARIOS,,,73.0,1.0,,,1,A,II.2.20,1,0.0,,
89,129.0,4.0,2.0,,I.3.20,,A,2022-10-05 23:37:53.687,I.3.20-DIFERENÇA VALOR MINIMO TERRESTRE,I.3.20 - DIFERENÇA VALOR MINIMO TERRESTRE,,,73.0,1.0,,,1,A,I.3.20,1,0.0,,
90,130.0,4.0,2.0,,I399991,,A,2022-10-07 12:30:44.820,I399991-REMO(BORDO) - TRANSBOR(EMBARQUE)(CAB),I.3.9.9.9.9.1. - REMO(BORDO) - TRANSBOR(EMBARQUE)(CAB),,,73.0,14.0,,,QTD_MEDICAO,A,I.3.9.9.9.,1,0.0,,
91,131.0,4.0,2.0,,I399999,,A,2022-10-07 12:29:15.033,I399999-REMO(BORDO) - TRANSBOR(EMBARQUE) (LC),I.3.9.9.9.9.9 - REMO(BORDO) - TRANSBOR(EMBARQUE) (LC),,,73.0,14.0,,,QTD_MEDICAO,A,I.3.9.9.9.,1,0.0,,
92,132.0,10.0,2.0,,I.1,,A,2024-03-05 16:38:49.000,Tarifa fixa por acesso aquaviário (entrada e saída) de uma e,Tarifa fixa por acesso aquaviário (entrada e saída) de uma embarcação.,,,,11.0,,,QTD_GERADA,A,S.I.1,1,0.0,,
93,133.0,10.0,2.0,,I.2.1.1,,A,2023-04-05 22:26:43.000,Tarifa Variável (TPB/DWT) - Carga Geral ou Projeto Solta -,Tarifa Variável (TPB/DWT) - Carga Geral ou Projeto Solta - LC,,,,3.0,,,QTD_MEDICAO,A,S.I.2.1.1,1,0.0,,
94,134.0,10.0,2.0,,I.2.1.2 ,,A,2023-01-19 18:25:43.000,Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - LC,Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - LC,,,,3.0,,,QTD_MEDICAO,A,S.I.2.1.2 ,1,0.0,,
95,135.0,10.0,2.0,,I.2.1.3.1 ,,A,2023-01-19 18:25:43.000,Tarifa Variável (TPB/DWT) - Granéis Solidos Minerais - LC,Tarifa Variável (TPB/DWT) - Granéis Solidos Minerais - LC,,,,3.0,,,QTD_MEDICAO,A,S.I.2.1.3.1 ,1,0.0,,
96,136.0,10.0,2.0,,I.2.1.3.2 ,,A,2023-01-19 18:25:43.000,Tarifa Variável (TPB/DWT) - Granéis Solidos Vegetais - LC,Tarifa Variável (TPB/DWT) - Granéis Solidos Vegetais - LC,,,,3.0,,,QTD_MEDICAO,A,S.I.2.1.3.2 ,1,0.0,,
97,137.0,10.0,2.0,,I.2.1.4,,A,2023-01-19 18:25:43.000,Tarifa Variável (TPB/DWT) - Granéis Liquidos - LC,Tarifa Variável (TPB/DWT) - Granéis Liquidos - LC,,,,3.0,,,QTD_MEDICAO,A,S.I.2.1.4,1,0.0,,
98,138.0,10.0,2.0,,I.2.1.6,,A,2023-01-19 18:25:43.000,Tarifa Variável (TPB/DWT) - Embarcações roll-on roll-off - ,Tarifa Variável (TPB/DWT) - Embarcações roll-on roll-off - LC,,,,3.0,,,QTD_MEDICAO,A,S.I.2.1.6,1,0.0,,
99,139.0,10.0,2.0,,I.2.1.7,,A,2023-01-19 18:25:43.000,"Tarifa Variável (TPB/DWT) - Embarcações de turismo, transpo","Tarifa Variável (TPB/DWT) - Embarcações de turismo, transporte de passageiros - LC",,,,3.0,,,QTD_MEDICAO,A,S.I.2.1.7,1,0.0,,
100,140.0,10.0,2.0,,I.2.1.9.1,,A,2023-01-19 18:25:43.000,Tarifa Variável (TPB/DWT) - Abastecimento e outros - Atraca,Tarifa Variável (TPB/DWT) - Abastecimento e outros - Atracação no porto - LC,,,,3.0,,,QTD_MEDICAO,A,S.I.2.1.9.1,1,0.0,,
101,141.0,10.0,2.0,,I.2.1.9.2,,A,2023-01-19 18:25:43.000,Tarifa Variável (TPB/DWT) - Abastecimento e outros - Atraca,Tarifa Variável (TPB/DWT) - Abastecimento e outros - Atracação em TUPs  - LC,,,,3.0,,,QTD_MEDICAO,A,S.I.2.1.9.2,1,0.0,,
102,142.0,10.0,2.0,,I.2.2.1,,A,2023-01-19 18:25:43.000,Tarifa Variável (TPB/DWT) - Carga Geral ou Projeto Solta - ,Tarifa Variável (TPB/DWT) - Carga Geral ou Projeto Solta - CAB,,,,3.0,,,QTD_MEDICAO,A,S.I.2.2.1,1,0.0,,
103,143.0,10.0,2.0,,I.2.2.2,,A,2023-01-19 18:25:43.000,Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - CA,Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - CAB,,,,3.0,,,QTD_MEDICAO,A,S.I.2.2.2,1,0.0,,
104,144.0,10.0,2.0,,I.2.2.3.1,,A,2023-01-19 18:25:43.000,Tarifa Variável (TPB/DWT) - Granéis Solidos Minerais - CAB,Tarifa Variável (TPB/DWT) - Granéis Solidos Minerais - CAB,,,,3.0,,,QTD_MEDICAO,A,S.I.2.2.3.1,1,0.0,,
105,145.0,10.0,2.0,,I.2.2.3.2,,A,2023-01-19 18:25:43.000,Tarifa Variável (TPB/DWT) - Granéis Solidos Vegetais - CAB,Tarifa Variável (TPB/DWT) - Granéis Solidos Vegetais - CAB,,,,3.0,,,QTD_MEDICAO,A,S.I.2.2.3.2,1,0.0,,
106,146.0,10.0,2.0,,I.2.2.4,,A,2023-01-19 18:25:43.000,Tarifa Variável (TPB/DWT) - Granéis Liquidos - CAB,Tarifa Variável (TPB/DWT) - Granéis Liquidos - CAB,,,,3.0,,,QTD_MEDICAO,A,S.I.2.2.4,1,0.0,,
107,147.0,10.0,2.0,,I.2.2.6,,A,2023-01-19 18:25:43.000,Tarifa Variável (TPB/DWT) - Embarcações roll-on roll-off - ,Tarifa Variável (TPB/DWT) - Embarcações roll-on roll-off - CAB,,,,3.0,,,QTD_MEDICAO,A,S.I.2.2.6,1,0.0,,
108,148.0,10.0,2.0,,I.2.2.7,,A,2023-01-19 18:25:43.000,"Tarifa Variável (TPB/DWT) - Embarcações de turismo, transpo","Tarifa Variável (TPB/DWT) - Embarcações de turismo, transporte de passageiros - CAB",,,,3.0,,,QTD_MEDICAO,A,S.I.2.2.7,1,0.0,,
109,149.0,10.0,2.0,,I.2.2.9.1,,A,2023-01-19 18:25:43.000,Tarifa Variável (TPB/DWT) - Abastecimento e outros - Atraca,Tarifa Variável (TPB/DWT) - Abastecimento e outros - Atracação no porto - CAB,,,,3.0,,,QTD_MEDICAO,A,S.I.2.2.9.1,1,0.0,,
110,150.0,10.0,2.0,,I.2.2.9.2,,A,2023-01-19 18:25:43.000,Tarifa Variável (TPB/DWT) - Abastecimento e outros - Atraca,Tarifa Variável (TPB/DWT) - Abastecimento e outros - Atracação em TUPs  - CAB,,,,3.0,,,QTD_MEDICAO,A,S.I.2.2.9.2,1,0.0,,
111,151.0,10.0,2.0,,I.3,,A,2024-03-06 18:57:04.000,Tarifa fixa fundeio de embarcações LC/CAB/NI/AM 24h,Tarifa fixa fundeio de embarcações LC/CAB/NI/AM 24h,,,,11.0,,,QTD_MEDICAO,A,S.I.3,1,0.0,,
112,152.0,11.0,2.0,,II.1.1.1,,A,2023-03-21 23:57:32.000,"Metro linear ocupada por embarcação p/ hora ou fração, limi","Metro linear ocupada por embarcação p/ hora ou fração, limite 48h - LC",,,,10.0,,,(QTD_COMPRIMENTO_NAVIO+QTD_MA1_MEDICAO)*QTD_EST_NORMAL,A,S.II.1.1.1,1,0.0,,
113,153.0,11.0,2.0,,II.1.1.2,,A,2023-03-21 23:57:39.000,"Metro linear ocupada por embarcação p/ hora ou fração, limi","Metro linear ocupada por embarcação p/ hora ou fração, limite 48h -CAB/NI",,,,10.0,,,(QTD_COMPRIMENTO_NAVIO+QTD_MA1_MEDICAO)*QTD_EST_NORMAL,A,S.II.1.1.2,1,0.0,,
114,154.0,11.0,2.0,,II.1.2.1,,A,2023-03-21 23:57:47.000,"Metro linear ocupada por embarcação p/ hora ou fração, pos","Metro linear ocupada por embarcação p/ hora ou fração, pos 48h - LC",,,,10.0,,,(QTD_COMPRIMENTO_NAVIO+QTD_MA1_MEDICAO)*QTD_EST_NORMAL,A,S.II.1.2.1,1,0.0,,
115,155.0,11.0,2.0,,II.1.2.2,,A,2023-03-21 23:58:00.000,"Metro linear ocupada por embarcação p/ hora ou fração, pos","Metro linear ocupada por embarcação p/ hora ou fração, pos 48h - CAB/NI",,,,10.0,,,(QTD_COMPRIMENTO_NAVIO+QTD_MA1_MEDICAO)*QTD_EST_NORMAL,A,S.II.1.2.2,1,0.0,,
116,156.0,12.0,2.0,,III.1.1,,A,2023-03-27 21:29:38.000,Tonelada - Carga geral,Tonelada - Carga geral,,,,3.0,,,QTD_MEDICAO,A,S.III.1.1,1,0.0,,
117,157.0,12.0,2.0,,III.1.2,,A,2023-03-27 21:29:47.000,Tonelada - Granéis sólidos,Tonelada - Granéis sólidos,,,,3.0,,,QTD_MEDICAO,A,S.III.1.2,1,0.0,,
118,158.0,12.0,2.0,,III.1.3,,A,2023-03-27 21:29:56.000,Tonelada - Granéis líquidos e gasosos,Tonelada - Granéis líquidos e gasosos,,,,3.0,,,QTD_MEDICAO,A,S.III.1.3,1,0.0,,
119,159.0,12.0,2.0,,III.2,,A,2023-03-27 21:30:07.000,Contêiner,Contêiner,,,,14.0,,,QTD_MA60_MEDICAO,A,S.III.2,1,0.0,,
120,160.0,12.0,2.0,,III.4.1 E,,A,2023-03-27 21:30:19.000,Passageiro - Origem porto nacional(Embarque),Passageiro - Origem porto nacional(Embarque),,,,1.0,,,QTD_MA15_MEDICAO,A,S.III.4.1,1,0.0,,
121,161.0,12.0,2.0,,III.4.2 E,,A,2023-03-27 21:37:36.000,Passageiro - Origem porto internacional (Embarque),Passageiro - Origem porto internacional(Embarque),,,,1.0,,,QTD_MA15_MEDICAO,A,S.III.4.2,1,0.0,,
122,162.0,12.0,2.0,,III.4.3,,A,2023-03-27 21:30:42.000,Passageiro - Em transito,Passageiro - Em transito,,,,1.0,,,QTD_MA30_MEDICAO,A,S.III.4.3,1,0.0,,
123,163.0,12.0,2.0,,III.5,,A,2023-03-27 21:30:53.000,Tonelada - Combustível ou in?amáveis,Tonelada - Combustível ou inflamáveis,,,,3.0,,,QTD_MEDICAO,A,S.III.5,1,0.0,,
124,164.0,12.0,2.0,,III.98,,A,2023-03-27 21:31:04.000,Cobrança Agente Nocivo - Terrestre,Cobrança Agente Nocivo - Terrestre,,,,3.0,,,"QTD_MEDICAO*0,35",A,S.III.98,1,0.0,,
125,165.0,13.0,2.0,,V.1.1.1,,A,2023-05-09 13:38:54.000,Área Coberta - Mercadorias Diversas Estrangeiro - Primeiro,Área Coberta - Mercadorias Diversas Estrangeiro - Primeiro Período,,,,12.0,,,QTD_MEDICAO,A,S.V.1.1.1,1,0.0,,
126,166.0,13.0,2.0,,V.1.1.2,,A,2023-05-09 13:39:01.000,Área Coberta - Mercadorias Diversas Estrangeiro - Segundo P,Área Coberta - Mercadorias Diversas Estrangeiro - Segundo Período,,,,12.0,,,QTD_MEDICAO,A,S.V.1.1.2,1,0.0,,
127,167.0,13.0,2.0,,V.1.2.1,,A,2023-05-09 13:39:06.000,Área Coberta - Mercadorias Diversas Nacional - Primeiro Per,Área Coberta - Mercadorias Diversas Nacional - Primeiro Período,,,,12.0,,,QTD_MEDICAO,A,S.V.1.2.1,1,0.0,,
128,168.0,13.0,2.0,,V.1.2.2,,A,2023-05-09 13:39:12.000,Área Coberta - Mercadorias Diversas Nacional - Segundo Perí,Área Coberta - Mercadorias Diversas Nacional - Segundo Período,,,,12.0,,,QTD_MEDICAO,A,S.V.1.2.2,1,0.0,,
129,169.0,13.0,2.0,,V.1.5.1,,A,2023-05-09 13:40:55.000,Área Coberta - Mercadorias Granel Solido - Primeiro Período,Área Coberta - Mercadorias Granel Solido - Primeiro Período,,,,12.0,,,QTD_MEDICAO,A,S.V.1.5.1,1,0.0,,
130,170.0,13.0,2.0,,V.1.5.2,,A,2023-05-09 13:39:26.000,Área Coberta - Mercadorias Granel Solido - Segundo Período,Área Coberta - Mercadorias Granel Solido - Segundo Período,,,,12.0,,,QTD_MEDICAO,A,S.V.1.5.2,1,0.0,,
131,171.0,13.0,2.0,,V.2.1.1,,A,2023-05-09 13:41:01.000,Área Descoberta - Mercadorias Diversas Estrangeiro - Primei,Área Descoberta - Mercadorias Diversas Estrangeiro - Primeiro Período,,,,12.0,,,QTD_MEDICAO,A,S.V.2.1.1,1,0.0,,
132,172.0,13.0,2.0,,V.2.1.2,,A,2023-05-09 13:39:31.000,Área Descoberta - Mercadorias Diversas Estrangeiro - Segund,Área Descoberta - Mercadorias Diversas Estrangeiro - Segundo Período,,,,12.0,,,QTD_MEDICAO,A,S.V.2.1.2,1,0.0,,
133,173.0,13.0,2.0,,V.2.2.1,,A,2023-05-09 13:39:36.000,Área Descoberta - Mercadorias Diversas Nacional - Primeiro,Área Descoberta - Mercadorias Diversas Nacional - Primeiro Período,,,,12.0,,,QTD_MEDICAO,A,S.V.2.2.1,1,0.0,,
134,174.0,13.0,2.0,,V.2.2.2,,A,2023-05-09 13:41:08.000,Área Descoberta - Mercadorias Diversas Nacional - Segundo P,Área Descoberta - Mercadorias Diversas Nacional - Segundo Período,,,,12.0,,,QTD_MEDICAO,A,S.V.2.2.2,1,0.0,,
135,175.0,13.0,2.0,,V.2.5.1,,A,2023-05-09 13:40:41.000,Área Descoberta - Mercadorias Granel Solido - Primeiro Perí,Área Descoberta - Mercadorias Granel Solido - Primeiro Período,,,,12.0,,,QTD_MEDICAO,A,S.V.2.5.1,1,0.0,,
136,176.0,13.0,2.0,,V.2.5.2,,A,2023-05-09 13:41:20.000,Área Descoberta - Mercadorias Granel Solido - Segundo Perío,Área Descoberta - Mercadorias Granel Solido - Segundo Período,,,,12.0,,,QTD_MEDICAO,A,S.V.2.5.2,1,0.0,,
137,177.0,13.0,2.0,,V.3.1,,A,2023-05-09 13:40:32.000,Veículos - Primeiro Período,Veículos - Primeiro Período,,,,12.0,,,QTD_MEDICAO,A,S.V.3.1,1,0.0,,
138,178.0,13.0,2.0,,V.3.2,,A,2023-05-09 13:39:45.000,Veículos - Segundo Período,Veículos - Segundo Período,,,,12.0,,,QTD_MEDICAO,A,S.V.3.2,1,0.0,,
139,179.0,14.0,2.0,,VI.1.1,,A,2023-04-05 23:26:26.000,Guindaste elétrico por hora - 5TON,Guindaste elétrico por hora - 5TON,,,,10.0,,,(QTD_MEDICAO*QTD_PRD_COBRANCA),A,S.VI.1.1,1,0.0,,
140,180.0,14.0,2.0,,VI.17.1,,A,2023-04-05 23:29:19.000,Utilização de escada de embarque ou desembarque de pessoas,"Utilização de escada de embarque ou desembarque de pessoas, por dia ou fração.",,,,12.0,,,(QTD_MEDICAO*QTD_PRD_COBRANCA),A,S.VI.17.1,1,0.0,,
141,181.0,14.0,2.0,,VI.17.2,,A,2023-04-05 23:29:27.000,"Utilização de ?utuante para navios, por dia ou fração.","Utilização de ?utuante para navios, por dia ou fração.",,,,12.0,,,(QTD_MEDICAO*QTD_PRD_COBRANCA),A,S.VI.17.2,1,0.0,,
142,182.0,15.0,2.0,,VII.1,,A,2023-04-06 00:12:58.000,Entrega de água potável,Entrega de água potável,,,,6.0,,,QTD_MEDICAO,A,S.VII.1,1,0.0,,
143,183.0,15.0,2.0,,VII.1.9,,A,2023-11-06 14:58:12.310,Recuperaçao Despesa - consumo Água,Recuperaçao Despesa - consumo Água,,,858.0,6.0,,,QTD_MEDICAO,A,S.VII.1.9,1,0.0,,
144,184.0,15.0,2.0,,VII.2.1,,A,2023-04-06 00:13:19.000,Entrega de energia elétrica,Entrega de energia elétrica,,,,4.0,,,QTD_MEDICAO,A,S.VII.2.1,1,0.0,,
145,185.0,15.0,2.0,,VII.2.1.9,,A,2023-04-06 00:13:31.000,Recuperaçao Despesa - consumo energia elétrica,Recuperaçao Despesa - consumo energia elétrica,,,,4.0,,,QTD_MEDICAO,A,S.VII.2.1.9,1,0.0,,
146,186.0,15.0,2.0,,VII.6,,A,2023-05-11 16:04:28.000,Pesagem de mercadorias,Pesagem de mercadorias,,,,3.0,,,QTD_MEDICAO/1000,A,S.VII.6,1,0.0,,
147,187.0,15.0,2.0,,VII.10,,A,2023-04-06 00:11:14.000,Utilização de área em armazéns,Utilização de área em armazéns,,,,12.0,,,(QTD_MEDICAO*QTD_PRD_COBRANCA),A,S.VII.10,1,0.0,,
148,188.0,15.0,2.0,,VII.11,,A,2023-04-06 00:11:00.000,Utilização de área em pátios,Utilização de área em pátios,,,,12.0,,,(QTD_MEDICAO*QTD_PRD_COBRANCA),A,S.VII.11,1,0.0,,
149,189.0,15.0,2.0,,VII.12,,A,2023-04-06 00:14:02.000,Fornecimento de certidões ou certificados,Fornecimento de certidões ou certificados,,,,1.0,,,QTD_MEDICAO,A,S.VII.12,1,0.0,,
150,190.0,15.0,2.0,,VII.14,,A,2023-04-06 00:10:05.000,Utilização de área coberta,Utilização de área coberta,,,,12.0,,,QTD_MEDICAO,A,S.VII.14,1,0.0,,
151,191.0,15.0,2.0,,VII.15,,A,2023-04-06 00:10:14.000,Utilização de área descoberta,Utilização de área descoberta,,,,12.0,,,(QTD_MEDICAO*QTD_PRD_COBRANCA),A,S.VII.15,1,0.0,,
152,192.0,15.0,2.0,,VII.98,,A,2023-04-06 00:14:35.000,Cobrança Agente Nocivo - Diversos,Cobrança Agente Nocivo - Diversos,,,,3.0,,,QTD_MEDICAO,A,S.VII.98,1,0.0,,
153,193.0,15.0,2.0,,VII.99,,A,2023-04-06 00:14:22.000,Diferença do valor Mínimo - Diversos,Diferença do valor Mínimo - Diversos,,,,1.0,,,QTD_MEDICAO,A,S.VII.99,1,0.0,,
154,194.0,16.0,2.0,,VIII.1.1.1,,A,2023-05-09 13:43:03.000,Cargas não consolidadas - Carga Geral - Em pátio,Cargas não consolidadas - Carga Geral - Em pátio,,,,7.0,,,QTD_MEDICAO,A,S.VIII.1.1.1,1,0.0,,
155,195.0,16.0,2.0,,VIII.1.1.2,,A,2023-05-09 13:43:10.000,Cargas não consolidadas - Carga Geral - Em Armazem,Cargas não consolidadas - Carga Geral - Em Armazem,,,,7.0,,,QTD_MEDICAO,A,S.VIII.1.1.2,1,0.0,,
156,196.0,16.0,2.0,,VIII.1.2.1,,A,2023-05-09 13:43:57.000,Cargas não consolidadas - Granel Sólido - Em pátio,Cargas não consolidadas - Granel Sólido - Em pátio,,,,7.0,,,QTD_MEDICAO,A,S.VIII.1.2.1,1,0.0,,
157,197.0,16.0,2.0,,VIII.1.2.2,,A,2023-05-09 13:44:11.000,Cargas não consolidadas - Granel Sólido - Em Armazem,Cargas não consolidadas - Granel Sólido - Em Armazem,,,,7.0,,,QTD_MEDICAO,A,S.VIII.1.2.2,1,0.0,,
158,198.0,16.0,2.0,,VIII.2.1,,A,2023-05-09 13:44:20.000,Plataforma offshore - Em pátio,Plataforma offshore - Em pátio,,,,7.0,,,QTD_MEDICAO,A,S.VIII.2.1,1,0.0,,
159,199.0,16.0,2.0,,VIII.2.2,,A,2023-05-09 13:43:41.000,Plataforma offshore - Em Armazem,Plataforma offshore - Em Armazem,,,,7.0,,,QTD_MEDICAO,A,S.VIII.2.2,1,0.0,,
160,200.0,16.0,2.0,,VIII.3.2.3.1.1,,A,2023-05-09 13:43:48.000,Área movimentação/armazenagem - Giro 12,Área movimentação/armazenagem - Giro 12,,,,7.0,,,QTD_MEDICAO,A,S.VIII.3.2.3.1.1,1,0.0,,
161,201.0,17.0,2.0,,IX.1,,A,2023-05-09 13:45:10.000,"Utilização de contêiner para escritório, depósito e outras","Utilização de contêiner para escritório, depósito e outras ?nalidades",,,,7.0,,,QTD_MEDICAO,A,S.IX.1,1,0.0,,
162,202.0,17.0,2.0,,IX.2,,A,2023-05-09 13:45:04.000,Utilização de Plataforma Fitossanitária,Utilização de Plataforma Fitossanitária,,,,14.0,,,qTD_MEDICAO,A,S.IX.2,1,0.0,,
